어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스
꿈동산어린이집,A,우수,우수,우수,우수,2020-03-01,7310,영등포구,11560000371,민간,서울특별시 영등포구 신길로62가길 1-2,02-833-3559,37.51447502,126.9154173,일반
꿈땅어린이집,A,우수,우수,우수,우수,2022-09-01,7217,영등포구,11560000441,가정,서울특별시 영등포구 당산동4가 당산로41길 23 106동 105호,02-2633-3998,37.53097515,126.8965651,일반
꿈이크는어린이집,A,우수,우수,우수,우수,2020-04-01,7382,영등포구,11560000379,가정,서울특별시 영등포구 도신로 100 신길우성5차아파트 502동 105호,02-849-1221,37.50673854,126.903207,일반
나이스 가온 어린이집,A,우수,우수,우수,우수,2020-12-01,7238,영등포구,11560000467,직장,서울특별시 영등포구 국회대로74길 19 1~2층,02-780-9370,37.52911632,126.9189822,일반
남서울교회부설 꿈이있는어린이집,A,우수,우수,우수,우수,2020-03-01,7431,영등포구,11560000327,민간,서울특별시 영등포구 신풍로16길 1 꿈이있는 어린이집,02-833-7213,37.49934052,126.9152461,일반
남서울어린이집,B,우수,우수,우수,보통,2020-03-01,7225,영등포구,11560000429,국공립,서울특별시 영등포구 버드나루로14가길 35,02-2068-3466,37.52867655,126.908385,야간연장
노아어린이집,B,우수,우수,보통,우수,2022-01-01,7390,영등포구,11560000443,가정,서울특별시 영등포구 신풍로 77 래미안에스티움 103동103호,02-832-5527,37.5016157,126.9130096,일반
늘봄보라매SK뷰어린이집,A,우수,우수,우수,우수,2020-11-01,7391,영등포구,11560000475,국공립,서울특별시 영등포구 여의대방로35가길 19,02-2135-7941,37.50352258,126.9179129,야간연장
늘푸른어린이집,B,보통,우수,우수,우수,2020-08-01,7374,영등포구,11560000332,가정,"서울특별시 영등포구 도신로15라길 5-7 101동 103호(도림동, 한라아파트)",02-833-3700,37.50772076,126.897305,야간연장
늘해랑어린이집,A,우수,우수,우수,우수,2023-11-01,7208,영등포구,11560000465,국공립,서울특별시 영등포구 양평동4가 선유로47길 30 (양평동),02-2069-2780,37.53631979,126.8944227,일반
다온어린이집,A,우수,우수,우수,우수,2023-02-01,7415,영등포구,11560000451,국공립,서울특별시 영등포구 도림로39길 11-13,02-831-0462,37.49454421,126.8968426,야간연장
당산1동어린이집,A,우수,우수,우수,우수,2022-08-01,7265,영등포구,11560000049,국공립,서울특별시 영등포구 영등포로25길 24 (당산동1가),02-2675-4295,37.52306349,126.8984492,야간연장
당산2동센트럴아이파크별하어린이집,A,우수,우수,우수,우수,2021-01-01,7215,영등포구,11560000481,국공립,서울특별시 영등포구 영신로 247 107동 관리동,02-2135-2653,37.52985378,126.9022969,일반
당산2동은솔어린이집,A,우수,우수,우수,우수,2021-09-01,7215,영등포구,11560000480,국공립,서울특별시 영등포구 당산로42길 23,02-2636-5630,37.53015742,126.9017506,일반
당산사임당어린이집,B,우수,우수,보통,우수,2023-08-01,7220,영등포구,11560000328,가정,"서울특별시 영등포구 당산로36길 12 203동 102호(당산동4가, 삼성아파트)",02-2672-2250,37.52771862,126.8984894,일반
당성어린이집,A,우수,우수,우수,우수,2022-07-01,7265,영등포구,11560000159,민간,서울특별시 영등포구 당산로18길 14-2,02-2069-2345,37.52281333,126.8977119,영아전담
대림1동어린이집,A,우수,우수,우수,우수,2023-02-01,7428,영등포구,11560000020,국공립,서울특별시 영등포구 디지털로 441 (대림동),02-845-0589,37.4954839,126.9059462,야간연장
대림2동어린이집,A,우수,우수,우수,우수,2022-08-01,7419,영등포구,11560000216,국공립,서울특별시 영등포구 대림로23길 27 구립대림2동어린이집,02-832-9909,37.49262073,126.8980801,야간연장
대원꼬마숲어린이집,B,우수,보통,우수,우수,2022-09-01,7283,영등포구,11560000280,가정,서울특별시 영등포구 문래로4길 26 대원칸타빌 101동 104호 (문래동6가),02-2633-7940,37.51867581,126.882662,일반
도담어린이집,A,우수,우수,우수,우수,2021-07-01,7223,영등포구,11560000432,국공립,서울특별시 영등포구 당산동6가 당산로50길 29,02-2675-5657,37.53311047,126.9050849,야간연장
도림어린이집,A,우수,우수,우수,우수,2022-08-01,7373,영등포구,11560000217,사회복지법인,서울특별시 영등포구 도영로 37 (도림동),02-2181-6090,37.51017833,126.8971592,야간연장
동화나라어린이집,A,우수,우수,우수,우수,2023-08-01,7365,영등포구,11560000072,가정,"서울특별시 영등포구 도신로29길 28 205동 104호(영등포동, 영등포푸르지오2단지아파트)",02-6677-6363,37.51181664,126.9036672,일반
동화숲어린이집,A,우수,우수,우수,우수,2020-03-01,7376,영등포구,11560000364,가정,서울특별시 영등포구 도신로 31 현대3차아파트 304동 104호,02-845-1271,37.50546753,126.8962329,일반
동화어린이집,A,우수,우수,우수,우수,2023-12-01,7217,영등포구,11560000417,국공립,서울특별시 영등포구 당산동4가 당산로41가길 7 1층,02-2636-3412,37.53101728,126.8973445,야간연장
둥근마음어린이집,A,우수,우수,우수,우수,2019-11-01,7342,영등포구,11560000413,국공립,서울특별시 영등포구 여의대방로 372,02-2070-7500,37.51814286,126.9307724,야간연장
드림타운어린이집,A,우수,우수,우수,우수,2023-03-01,7365,영등포구,11560000453,국공립,서울특별시 영등포구 도신로29길 28 대우푸르지오 1단지,02-6746-1004,37.51175446,126.902325,야간연장
라온어린이집,A,우수,우수,우수,우수,2022-08-01,7440,영등포구,11560000486,국공립,서울특별시 영등포구 신길로 29,02-842-9376,37.49381366,126.9023439,일반
래미안어린이집,B,우수,보통,보통,우수,2023-11-01,7390,영등포구,11560000447,가정,서울특별시 영등포구 신풍로 77 래미안에스티움 110동 101호,02-6449-2345,37.50041988,126.9115453,일반
래미안에스티움어린이집,A,우수,우수,우수,우수,2022-01-01,7390,영등포구,11560000442,국공립,서울특별시 영등포구 신풍로 77 래미안에스티움아파트 관리동,02-842-4111,37.50041988,126.9115453,야간연장
롯데아이사랑어린이집,A,우수,우수,우수,우수,2023-12-01,7208,영등포구,11560000398,직장,서울특별시 영등포구 양평동4가 선유로49길 30,070-4849-4493,37.53710204,126.8946207,야간연장
리틀영일우리어린이집,A,우수,우수,우수,우수,2019-01-01,7368,영등포구,11560000181,가정,서울특별시 영등포구 도신로29사길 22,02-835-9488,37.51086622,126.9064048,일반
리틀푸른어린이집,A,우수,우수,우수,우수,2020-06-01,7442,영등포구,11560000380,민간,서울특별시 영등포구 시흥대로181길 17,02-856-0552,37.49101788,126.9060069,일반
메리츠어린이집,A,우수,우수,우수,우수,2020-03-01,7327,영등포구,11560000399,직장,서울특별시 영등포구 국제금융로2길 11,02-6464-3310,37.52416974,126.9264273,일반
명신어린이집,A,우수,우수,우수,우수,2023-08-01,7384,영등포구,11560000025,국공립,서울특별시 영등포구 신길로41라길 13-9 명신어린이집,02-831-5329,37.50763271,126.90837,야간연장
모아미래도어린이집,A,우수,우수,우수,우수,2023-07-01,7285,영등포구,11560000461,국공립,서울특별시 영등포구 문래동5가 선유로9나길 5 관리동 1층,02-2637-2335,37.51727269,126.8867215,야간연장
목화마을어린이집,A,우수,우수,우수,우수,2020-03-01,7299,영등포구,11560000388,국공립,서울특별시 영등포구 문래동3가 경인로 775 에이스하이테크시티 1-101,02-2636-8001,37.514748,126.89754,야간연장
문래동어린이집,A,우수,우수,우수,우수,2019-01-01,7288,영등포구,11560000283,국공립,서울특별시 영등포구 도림로141가길 16 (문래동4가),02-2672-9990,37.51547069,126.8913485,야간연장
문래동제2어린이집,A,우수,우수,우수,우수,2023-12-01,7285,영등포구,11560000466,국공립,서울특별시 영등포구 문래동5가 선유로5길 8,02-2069-4911,37.51640668,126.8875134,일반
문래자이어린이집,A,우수,우수,우수,우수,2021-07-01,7298,영등포구,11560000431,국공립,서울특별시 영등포구 문래동3가 당산로4길 12 관리동,02-2069-4512,37.51627692,126.8973919,야간연장
문래힐스테이트어린이집,A,우수,우수,우수,우수,2023-11-01,7295,영등포구,11560000464,국공립,서울특별시 영등포구 문래동3가 문래로 82 문래동 힐스테이트 관리동,02-2633-2233,37.51919408,126.8910351,야간연장
미루나무어린이집,A,우수,우수,우수,우수,2023-02-01,7368,영등포구,11560000029,국공립,서울특별시 영등포구 도신로29가길 12 (도림동),02-849-9570,37.50936991,126.9064414,야간연장
반디어린이집,A,우수,우수,우수,우수,2023-11-01,7201,영등포구,11560000415,국공립,서울특별시 영등포구 양평동6가 양평로30가길 15 동양아파트 101동 106호,02-2676-0677,37.54248581,126.89001,야간연장
베네베네어린이집,A,우수,우수,우수,우수,2023-09-01,7264,영등포구,11560000361,가정,서울특별시 영등포구 당산로 95 현대아파트 106동  107호,070-7857-8558,37.52402322,126.8948629,일반
베어스어린이집,B,우수,우수,보통,보통,2020-09-01,7282,영등포구,11560000044,가정,"서울특별시 영등포구 선유서로 40 101동 106호(문래동6가, 베어스타운아파트)",02-6264-0521,37.51913822,126.8850646,일반
별님스타키즈 어린이집,B,우수,우수,우수,보통,2021-07-01,7217,영등포구,11560000278,민간,서울특별시 영등포구 당산로41길 17,02-2633-4533,37.53169847,126.8973889,일반
별이달이어린이집,A,우수,우수,우수,우수,2023-12-01,7423,영등포구,11560000472,국공립,서울특별시 영등포구 대림로22길 29 102동 103호(갑을명가아파트),02-846-6549,37.49590977,126.903896,일반
사랑채움어린이집,A,우수,우수,우수,우수,2023-07-01,7211,영등포구,11560000080,가정,"서울특별시 영등포구 선유로 207 601동 102호(양평동3가, 현대6차아파트)",070-8236-5319,37.53179456,126.8935372,야간연장
삼성래미안어린이집,A,우수,우수,우수,우수,2023-12-01,7276,영등포구,11560000330,가정,"서울특별시 영등포구 양평동2가 영등포로3길 9 105동 106호(양평동2가, 양평삼성아파트)",02-830-5755,37.52434698,126.8825717,일반
삼성아이어린이집,A,우수,우수,우수,우수,2020-02-01,7225,영등포구,11560000167,민간,서울특별시 영등포구 버드나루로 130 강변삼성래미안아파트 3차 관리동 1층,02-2677-2279,37.53057196,126.9080116,일반
삼육어린이집,A,우수,우수,우수,우수,2021-07-01,7278,영등포구,11560000389,가정,"서울특별시 영등포구 양평동2가 선유서로21길 19 101동104호(양평동2가, 양평동벽산블루밍아파트)",02-2631-7676,37.52228,126.882965,일반
삼환어린이집,A,우수,우수,우수,우수,2020-01-01,7227,영등포구,11560000498,국공립,서울특별시 영등포구 영중로 145 영등포삼환아파트 104동 101호,02-2679-5967,37.52965304,126.9047239,일반
새예닮어린이집,A,우수,우수,우수,우수,2023-11-01,7311,영등포구,11560000125,민간,서울특별시 영등포구 신길로60마길 10 (신길동),02-847-3751,37.51381581,126.9132946,일반
서비스에이스 하람어린이집,A,우수,우수,우수,우수,2021-05-01,7298,영등포구,11560000476,직장,서울특별시 영등포구 문래로28길 25 에스타워 3층(문래동3가),02-6256-0190,37.515769,126.8997702,일반
석화어린이집,A,우수,우수,우수,우수,2019-12-01,7269,영등포구,11560000008,가정,"서울특별시 영등포구 선유서로 115 101동 106호(양평동3가, 삼천리아파트)",02-2677-9533,37.52591824,126.8857036,일반
선유몬테소리어린이집,D,우수,우수,보통,우수,2022-02-01,7204,영등포구,11560000196,가정,"서울특별시 영등포구 양평로24길 9 104동 105호(양평동5가, 한신아파트)",02-2677-2339,37.54013232,126.8921478,일반
선유어린이집,A,우수,우수,우수,우수,2023-03-01,7211,영등포구,11560000456,국공립,서울특별시 영등포구 양평동3가 선유로 207,02-2676-7111,37.53200884,126.8937952,야간연장
선재어린이집,A,우수,우수,우수,우수,2023-11-01,7256,영등포구,11560000416,국공립,서울특별시 영등포구 당산동3가 선유동1로 80,02-2069-3018,37.5286217,126.8944878,"장애아통합,야간연장"
성모어린이집,A,우수,우수,우수,우수,2023-02-01,7345,영등포구,11560000118,직장,서울특별시 영등포구 63로 10,02-3779-1970,37.5179933,126.9360868,야간연장
순수 빅스맘 어린이집,A,우수,우수,우수,우수,2019-09-01,7258,영등포구,11560000419,민간,서울특별시 영등포구 당산동3가 국회대로 612,02-2068-7975,37.52579547,126.9020533,일반
신길5동어린이집,B,우수,우수,보통,우수,2022-07-01,7424,영등포구,11560000026,국공립,서울특별시 영등포구 신길로13길 20 (신길동),02-842-7398,37.49758565,126.9060998,"장애아통합,야간연장"
신길더샵해늘어린이집,A,우수,우수,우수,우수,2023-09-01,7361,영등포구,11560000496,국공립,서울특별시 영등포구 가마산로79길 37 관리동,02-6205-0707,37.56647,126.977963,야간연장
신길삼성어린이집,A,우수,우수,우수,우수,2023-03-01,7362,영등포구,11560000457,국공립,서울특별시 영등포구 가마산로79길 7 삼성래미안아파트 관리동,02-841-8386,37.50408179,126.9220996,야간연장
신길센트럴자이 솔빛 어린이집,A,우수,우수,우수,우수,2021-06-01,7397,영등포구,11560000477,국공립,서울특별시 영등포구 신길로29길 17,02-848-1531,37.50299027,126.9077831,야간연장
신길어린이집,B,보통,우수,우수,보통,2023-08-01,7318,영등포구,11560000395,민간,서울특별시 영등포구 영등포로67가길 9,02-842-0961,37.51455301,126.9190483,일반
신길파크자이솔숲어린이집,A,우수,우수,우수,우수,2022-05-01,7389,영등포구,11560000483,국공립,서울특별시 영등포구 신길로28길 25,02-6269-1900,37.50256734,126.9129477,일반
신길햇살아이파크어린이집,A,우수,우수,우수,우수,2020-07-01,7394,영등포구,11560000474,국공립,서울특별시 영등포구 가마산로 426,02-849-9501,37.50465084,126.9055219,일반
신길힐스테이트나래어린이집,A,우수,우수,우수,우수,2022-06-01,7388,영등포구,11560000484,국공립,서울특별시 영등포구 신길로28길 9,02-6672-8330,37.50420063,126.9117286,일반
신대림어린이집,A,우수,우수,우수,우수,2020-09-01,7427,영등포구,11560000151,민간,서울특별시 영등포구 디지털로 455-7,02-833-9600,37.4962861,126.9069488,일반
신일어린이집,A,우수,우수,우수,우수,2020-01-01,7356,영등포구,11560000021,국공립,서울특별시 영등포구 영등포로84길 24-5 (신길동),02-846-8674,37.51114042,126.921431,"장애아통합,야간연장"
아너스빌어린이집,A,우수,우수,우수,우수,2023-03-01,7437,영등포구,11560000460,국공립,서울특별시 영등포구 여의대방로 25 경남아너스빌아파트 관리동,02-849-4279,37.49471276,126.9089783,야간연장
아르미어린이집,B,우수,우수,우수,보통,2023-02-01,7214,영등포구,11560000455,국공립,서울특별시 영등포구 당산동5가 당산로 214,02-2068-5515,37.53293204,126.902836,야간연장
아이꿈나무어린이집,A,우수,우수,우수,우수,2021-01-01,7283,영등포구,11560000045,가정,"서울특별시 영등포구 문래로4길 6 201동 106호(문래동6가, 현대아파트)",02-847-9448,37.52039597,126.8830515,일반
아이꿈어린이집,C,개선필요,보통,우수,우수,2022-03-01,7435,영등포구,11560000403,가정,"서울특별시 영등포구 대방천로 180 206동 101호(신길동,신길우성2차아파트)",02-844-5556,37.4971007,126.9117166,야간연장
아이꿈터어린이집,A,우수,우수,우수,우수,2022-04-01,7217,영등포구,11560000438,국공립,서울특별시 영등포구 당산동4가 당산로41길 23 당산현대아파트 103동 105호,02-2068-0011,37.53149598,126.8966243,야간연장
아이네오어린이집,A,우수,우수,우수,우수,2020-02-01,7256,영등포구,11560000347,민간,서울특별시 영등포구 당산동3가 당산로31길 32,070-4327-0802,37.52769435,126.8932447,일반
아이세상어린이집,B,보통,우수,우수,우수,2023-09-01,7365,영등포구,11560000053,가정,"서울특별시 영등포구 도신로29길 28 215동 104호(영등포동, 영등포푸르지오2단지아파트)",02-833-2285,37.51181664,126.9036672,일반
아이숲어린이집,A,우수,우수,우수,우수,2023-12-01,7295,영등포구,11560000468,국공립,서울특별시 영등포구 문래동3가 문래로 94-7 101동 107호(문래건영아파트),02-6104-7912,37.51761021,126.8931052,야간연장
아이온어린이집,B,우수,우수,보통,우수,2021-01-01,7395,영등포구,11560000426,가정,"서울특별시 영등포구 가마산로 442 104동 104호(신길동, 래미안영등포 프레비뉴아파트)",02-846-7771,37.50500938,126.9088889,일반
아이키움문래어린이집,A,우수,우수,우수,우수,2021-08-01,7282,영등포구,11560000478,민간,서울특별시 영등포구 선유로9길 30 102동 1층(문래동6가),02-6397-7955,37.51816857,126.8856161,일반
아이행복어린이집,A,우수,우수,우수,우수,2020-03-01,7278,영등포구,11560000425,국공립,서울특별시 영등포구 양평동2가 선유서로 67,02-2678-1900,37.52209266,126.8844562,일반
아크로타워어린이집,A,우수,우수,우수,우수,2023-02-01,7247,영등포구,11560000448,국공립,서울특별시 영등포구 영등포동7가 국회대로54길 11 아크로타워스퀘어아파트 관리동어린이집,02-2677-9207,37.52433344,126.9080283,야간연장
아트자이어린이집,B,우수,우수,우수,보통,2020-09-01,7364,영등포구,11560000407,민간,서울특별시 영등포구 도영로 66 아트자이아파트 단지내 복리시설,02-835-9751,37.51039395,126.9001778,일반
양평1동 어린이집,A,우수,우수,우수,우수,2022-08-01,7272,영등포구,11560000032,국공립,서울특별시 영등포구 양평동1가 선유서로24길 21 양평1동어린이집,02-2677-7781,37.52362454,126.8883816,야간연장
양평2동어린이집,A,우수,우수,우수,우수,2022-08-01,7206,영등포구,11560000015,국공립,서울특별시 영등포구 선유로53길 20-7 (양평동4가),02-2634-7383,37.53809531,126.8964064,야간연장
양평3가어린이집,A,우수,우수,우수,우수,2023-11-01,7270,영등포구,11560000037,국공립,서울특별시 영등포구 선유서로34길 10 (양평동3가),02-2678-8336,37.52685109,126.8873573,야간연장
양평늘푸른어린이집,A,우수,우수,우수,우수,2022-12-01,7211,영등포구,11560000340,가정,"서울특별시 영등포구 양평동3가 선유로 207 609동 102호(양평동3가, 현대6차아파트)",02-2672-0224,37.53200884,126.8937952,일반
어깨동무어린이집,A,우수,우수,우수,우수,2022-08-01,7366,영등포구,11560000018,국공립,서울특별시 영등포구 영신로13길 8 (영등포동),02-833-7326,37.51360246,126.9074553,"장애아통합,야간연장"
엄마랑아가랑어린이집,A,우수,우수,우수,우수,2020-03-01,7353,영등포구,11560000169,가정,서울특별시 영등포구 영등포로86가길 21 (신길동),02-843-6692,37.51255963,126.9209457,야간연장
에덴어린이집,A,우수,우수,우수,우수,2022-01-01,7336,영등포구,11560000050,가정,"서울특별시 영등포구 여의대로6길 17 C동 106호(여의도동, 공작아파트)",02-769-1339,37.52705128,126.9296102,일반
여의도 하나금융그룹 직장어린이집,A,우수,우수,우수,우수,2020-02-01,7327,영등포구,11560000473,직장,서울특별시 영등포구 여의나루로 53-1 3층,02-780-3220,37.52297814,126.925666,일반
여의도순복음어린이집,A,우수,우수,우수,우수,2020-09-01,7239,영등포구,11560000002,직장,서울특별시 영등포구 국회대로76길 25 (여의도동),02-785-3927,37.5306848,126.9232031,일반
여의도아이사랑어린이집,A,우수,우수,우수,우수,2022-09-01,7340,영등포구,11560000062,가정,"서울특별시 영등포구 국제금융로 79 C동 102호(여의도동, 한양아파트)",02-786-7642,37.52131007,126.9324966,일반
여의동어린이집,A,우수,우수,우수,우수,2022-01-01,7343,영등포구,11560000333,국공립,서울특별시 영등포구 국제금융로 124 (여의도동),02-786-2727,37.51766359,126.9345949,야간연장
영등포경찰서어린이집,A,우수,우수,우수,우수,2020-02-01,7202,영등포구,11560000428,직장,서울특별시 영등포구 양평동6가 양평로28라길 9,02-3667-0209,37.54188796,126.890459,일반
영등포구청직장어린이집,A,우수,우수,우수,우수,2022-01-01,7256,영등포구,11560000040,직장,서울특별시 영등포구 당산동3가 선유동1로 80 영등포구청직장어린이집,02-2678-1221,37.5286217,126.8944878,일반
영등포든든어린이집,A,우수,우수,우수,우수,2021-07-01,7412,영등포구,11560000479,국공립,서울특별시 영등포구 대림로35가길 9,02-842-2021,37.49808746,126.8979364,장애아통합
영등포사임당어린이집,B,우수,보통,우수,보통,2021-01-01,7244,영등포구,11560000245,민간,서울특별시 영등포구 양산로 177 경남아너스빌아파트 관리동 (영등포동7가),02-2676-0579,37.52387114,126.9026458,일반
영문어린이집,A,우수,우수,우수,우수,2022-09-01,7287,영등포구,11560000402,가정,서울특별시 영등포구 문래동4가 도림로143길 32 문래동삼환아파트 105동 102호,02-2671-0998,37.51402412,126.8890881,야간연장
영삼어린이집,A,우수,우수,우수,우수,2023-01-01,7251,영등포구,11560000016,국공립,서울특별시 영등포구 영등포로35길 13 (영등포동6가),02-2634-7859,37.52132627,126.9041616,"장애아통합,야간연장"
영성어린이집,A,우수,우수,우수,우수,2022-01-01,7228,영등포구,11560000162,민간,서울특별시 영등포구 영중로33길 9 비동(영등포성결교회내) (영등포동8가),02-2676-4276,37.52608417,126.9044009,일반
영신어린이집,A,우수,우수,우수,우수,2023-02-01,7388,영등포구,11560000135,국공립,서울특별시 영등포구 신길로 132 (신길동),02-833-2841,37.50398394,126.9107804,야간연장
영은어린이집,A,우수,우수,우수,우수,2022-01-01,7271,영등포구,11560000444,국공립,서울특별시 영등포구 양평동3가 양산로 61,02-2633-6966,37.52528749,126.88999,야간연장
영이어린이집,A,우수,우수,우수,우수,2022-12-01,7303,영등포구,11560000224,국공립,서울특별시 영등포구 영중로4길 31 (영등포동3가),02-2631-0283,37.51800237,126.9096163,"장애아통합,방과후 통합,야간연장,휴일보육,24시간"
예꼬어린이집,A,우수,우수,우수,우수,2023-01-01,7365,영등포구,11560000052,가정,"서울특별시 영등포구 도신로29길 28 202동 101호(영등포동, 영등포푸르지오2단지아파트)",02-844-5994,37.51181664,126.9036672,일반
예님어린이집,A,우수,우수,우수,우수,2022-08-01,7373,영등포구,11560000171,국공립,서울특별시 영등포구 도영로7길 10 (도림동),02-849-0466,37.50944552,126.8959733,야간연장
예쁜아이어린이집,A,우수,우수,우수,우수,2023-08-01,7432,영등포구,11560000060,국공립,서울특별시 영등포구 대방천로 245-19,02-843-9898,37.49939195,126.9181032,야간연장
예승아트스쿨어린이집,A,우수,우수,우수,우수,2021-01-01,7362,영등포구,11560000139,민간,서울특별시 영등포구 신길로42길 10,02-846-4422,37.5078418,126.9118136,일반
오렌지어린이집,B,우수,보통,우수,우수,2023-12-01,7215,영등포구,11560000084,가정,"서울특별시 영등포구 당산로42길 7 201동 105호(당산동5가, 효성아파트)",02-6267-1326,37.5307754,126.9017323,일반
온머리어린이집,A,우수,우수,우수,우수,2023-11-01,7318,영등포구,11560000067,가정,"서울특별시 영등포구 영등포로 351 102동 101호(신길동, 신길동경남아파트)",02-842-1171,37.51567069,126.9183591,일반
온새미로어린이집,A,우수,우수,우수,우수,2021-07-01,7258,영등포구,11560000392,가정,"서울특별시 영등포구 당산동3가 영신로 193 2동 106호(당산동3가,한양아파트)",02-6369-2013,37.52520423,126.9018391,일반
완두콩어린이집,A,우수,우수,우수,우수,2021-09-01,7439,영등포구,11560000209,가정,서울특별시 영등포구 디지털로 420 신대림2차 신동아 파밀리에 104동 103호,02-842-5695,37.49298681,126.9048864,일반
우리누리어린이집,A,우수,우수,우수,우수,2023-01-01,7209,영등포구,11560000254,직장,서울특별시 영등포구 선유로 243,02-3667-0801,37.53478974,126.895766,일반
웰라이어린이집,A,우수,우수,우수,우수,2022-03-01,7309,영등포구,11560000083,가정,"서울특별시 영등포구 영등포로62길 42 101동 104호(영등포동, 순영웰라이빌)",02-842-3412,37.51654357,126.9132313,일반
윤지어린이집,B,우수,우수,우수,보통,2022-03-01,7446,영등포구,11560000096,민간,서울특별시 영등포구 도림천로21길 33,02-844-4050,37.48835064,126.9029655,야간연장
은빛어린이집,A,우수,우수,우수,우수,2021-08-01,7380,영등포구,11560000338,가정,"서울특별시 영등포구 도신로 68 106동 107호(신길동, 신길우성1차아파트)",070-4046-2274,37.50530872,126.9002225,일반
은아어린이집,A,우수,우수,우수,우수,2019-09-01,7282,영등포구,11560000349,가정,"서울특별시 영등포구 선유서로 40 101동 101호(문래동6가, 베어스타운아파트)",02-6166-3072,37.51913822,126.8850646,일반
은지어린이집,A,우수,우수,우수,우수,2021-08-01,7392,영등포구,11560000094,가정,서울특별시 영등포구 신풍로19가길 12-1 102호(신길동),02-848-4833,37.49991486,126.9158614,일반
은해어린이집,A,우수,우수,우수,우수,2020-02-01,7343,영등포구,11560000401,국공립,서울특별시 영등포구 국제금융로 110 여의도동,02-783-5512,37.51843283,126.9336589,일반
이든어린이집,A,우수,우수,우수,우수,2021-07-01,7209,영등포구,11560000435,국공립,서울특별시 영등포구 양평동4가 양평로17길 36 1동 110호,02-2676-5422,37.53443485,126.894371,야간연장
이화어린이집,B,우수,우수,보통,우수,2023-03-01,7365,영등포구,11560000452,국공립,서울특별시 영등포구 도신로29길 28 대우푸르지오 2단지내,02-847-2243,37.51175446,126.902325,야간연장
자연과아이어린이집,A,우수,우수,우수,우수,2023-01-01,7258,영등포구,11560000463,국공립,서울특별시 영등포구 당산동3가 양산로25길 12,02-2068-2914,37.52462154,126.8989371,야간연장
자연어린이집,A,우수,우수,우수,우수,2023-12-01,7283,영등포구,11560000470,국공립,서울특별시 영등포구 문래동6가 문래로4길 14 101동 104호(현대아파트),02-2679-0671,37.51971784,126.8828536,야간연장
작은꼬마어린이집,A,우수,우수,우수,우수,2021-07-01,7435,영등포구,11560000437,국공립,서울특별시 영등포구 여의대방로5길 6 우창아파트 1동 108호,02-833-3044,37.49739997,126.9118972,야간연장
작은또래어린이집,A,우수,우수,우수,우수,2023-08-01,7204,영등포구,11560000199,가정,"서울특별시 영등포구 양평로24길 9 102동 104호(양평동5가, 한신아파트)",02-2676-0994,37.54013232,126.8921478,야간연장
즐거운어린이집,A,우수,우수,우수,우수,2021-07-01,7217,영등포구,11560000439,국공립,서울특별시 영등포구 당산동4가 당산로41길 23 101동 102호,02-6269-3939,37.53149598,126.8966243,야간연장
즐거운코뿔소어린이집,C,우수,우수,보통,개선필요,2022-03-01,7279,영등포구,11560000232,민간,서울특별시 영등포구 양평동1가 문래북로 31 양평동1가 13-25,02-3667-6686,37.52139404,126.8887921,일반
참고은어린이집,A,우수,우수,우수,우수,2023-09-01,7410,영등포구,11560000184,민간,서울특별시 영등포구 도림로47길 18-1 (대림동),02-849-3747,37.49667716,126.9003046,일반
창의나라어린이집,A,우수,우수,우수,우수,2023-02-01,7356,영등포구,11560000458,국공립,서울특별시 영등포구 여의대방로47길 24-2,02-844-3234,37.5088964,126.9215563,야간연장
청구 어린이집,A,우수,우수,우수,우수,2023-02-01,7372,영등포구,11560000243,가정,"서울특별시 영등포구 도영로7길 5 101동 112호(도림동, 도림청구아파트)",02-849-8859,37.50930281,126.8955501,일반
청담몬테소리어린이집,A,우수,우수,우수,우수,2023-02-01,7216,영등포구,11560000078,가정,"서울특별시 영등포구 당산동4가 당산로42길 16 504동 103호(당산동4가, 현대5차아파트)",02-2632-8100,37.5286113,126.9029158,일반
케이알엑스푸르니어린이집,A,우수,우수,우수,우수,2019-12-01,7329,영등포구,11560000355,직장,서울특별시 영등포구 여의나루로 76,02-3774-4495,37.52291327,126.9280413,일반
코뿔소어린이집,B,우수,우수,보통,보통,2020-03-01,7279,영등포구,11560000117,민간,서울특별시 영등포구 양평동1가 선유로 85-7,02-2675-6686,37.52161403,126.8889457,일반
코스콤푸르니어린이집,A,우수,우수,우수,우수,2023-05-01,7330,영등포구,11560000487,직장,서울특별시 영등포구 여의나루로4길 21 2층,02-761-9881,37.56647,126.977963,일반
코오롱미소천사어린이집,A,우수,우수,우수,우수,2022-09-01,7376,영등포구,11560000244,가정,"서울특별시 영등포구 도영로 2-5 102동 102호(대림동, 대림코오롱아파트)",02-843-3215,37.50698391,126.8947235,일반
큰나무어린이집,A,우수,우수,우수,우수,2023-12-01,7295,영등포구,11560000471,국공립,서울특별시 영등포구 문래동3가 문래로20길 14 2동 103호(문래공원한신아파트),02-6335-2903,37.51733997,126.8931735,일반
키즈빈생태어린이집,A,우수,우수,우수,우수,2020-03-01,7288,영등포구,11560000394,민간,서울특별시 영등포구 문래동4가 선유로 26-1 고산빌딩1층,02-2635-1999,37.51629786,126.8886685,일반
