어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스,평가 인증 년,평가완료여부,평가예정날짜,평가마감날짜,시
두빛나래터발도르프어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7669,강서구,11500000736,협동,서울특별시 강서구 등촌로39마길 52,02-2653-6986,37.5441165,126.8578306,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
리라어린이집,B,우수,우수,보통,우수,2021-05-01 0:00:00,7723,강서구,11500000631,민간,서울특별시 강서구 초록마을로18길 36,02-2605-3355,37.54056986,126.8488757,일반,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
리틀킹어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,7558,강서구,11500000542,직장,서울특별시 강서구 공항대로 607,02-3660-8053,37.54356822,126.8378846,일반,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
마곡10 별솔어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7629,강서구,11500000677,국공립,"서울특별시 강서구 마곡중앙1로 72 1012동 1층(마곡동, 마곡엠밸리10단지)",02-6964-6630,37.55965489,126.8188503,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
마곡11 나무햇살어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,7808,강서구,11500000676,국공립,"서울특별시 강서구 공항대로 124 1103동 1층(마곡동,마곡엠밸리11단지)",02-6958-7701,37.55941552,126.8208145,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
마곡12 온새미어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7808,강서구,11500000678,국공립,"서울특별시 강서구 공항대로 140 1205동 1층(마곡동, 마곡엠밸리 12단지)",02-2088-1722,37.55966597,126.8231907,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
마곡8 열린숲어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7599,강서구,11500000679,국공립,"서울특별시 강서구 마곡서1로 81 807동 1층(마곡동, 마곡엠밸리8단지)",02-2039-8301,37.56436486,126.8191547,"장애아통합,야간연장",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
마곡코오롱어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,7793,강서구,11500000699,직장,"서울특별시 강서구 마곡동로 110 1층 (마곡동, 코오롱미래기술원)",02-2199-1990,37.56451696,126.8350356,일반,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
명지어린이집,B,우수,보통,보통,우수,2021-01-01 0:00:00,7736,강서구,11500000232,가정,"서울특별시 강서구 등촌로13아길 44 101동 106호(화곡동, 명지해드는터 아파트)",02-2644-8778,37.53689877,126.8563544,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
별빛어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7571,강서구,11500000113,국공립,서울특별시 강서구 공항대로 447 (등촌동),02-3661-8153,37.55452391,126.8615866,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
석란어린이집,A,우수,우수,우수,우수,2021-12-01 0:00:00,7725,강서구,11500000157,민간,서울특별시 강서구 초록마을로32길 38 (화곡동),02-2604-0735,37.53825561,126.847354,일반,2021,N,2024. 12. 1,2024. 12. 15,서울특별시
썬에듀스쿨어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7771,강서구,11500000332,민간,서울특별시 강서구 곰달래로15길 32 (화곡동),02-2694-1300,37.53164347,126.8396796,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
아이꿈어린이집,B,우수,우수,우수,보통,2021-01-01 0:00:00,7586,강서구,11500000188,가정,"서울특별시 강서구 공항대로39길 74 505동 105호(등촌동, 등촌주공5단지아파트)",02-3662-5201,37.56122,126.844635,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
아이세상어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7524,강서구,11500000173,가정,"서울특별시 강서구 허준로 23 105동 106호(가양동, 한강타운아파트)",02-2659-2431,37.57129093,126.8448709,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아침해 어린이집,B,보통,우수,우수,우수,2021-07-01 0:00:00,7539,강서구,11500000036,민간,서울특별시 강서구 양천로 731 동아3차아파트 관리소2층 아침해어린이집,02-2668-6733,37.55377921,126.8709224,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
가현어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8238,구로구,11530000041,민간,서울특별시 구로구 경인로35길 113-5 가현어린이집 (고척동),02-2683-3933,37.50131531,126.8518194,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
고려대학교 구로병원 어린이집,B,우수,우수,우수,우수,2021-01-01 0:00:00,8308,구로구,11530000329,직장,서울특별시 구로구 구로동로28길 33-41,02-2626-1919,37.49221157,126.8857284,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
꼬꼬마어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8355,구로구,11530000365,가정,"서울특별시 구로구 개봉로1길 170 102동 102호(개봉동, 대상아파트)",02-2611-5004,37.48227117,126.849801,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
꼬마별어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8368,구로구,11530000541,가정,"서울특별시 구로구 항동로 43 308동 106호 (항동, 항동하버라인3단지)",02-2611-1911,37.47931948,126.8234367,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
꿈이크는어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,8275,구로구,11530000497,가정,"서울특별시 구로구 경인로 382 111동 101호(개봉동, 한마을아파트)",02-6347-4827,37.49532173,126.8625425,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
날아라어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8362,구로구,11530000634,국공립,서울특별시 구로구 부광로 96-16,02-2066-7114,37.47573519,126.8157123,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
느티나무어린이집,B,보통,우수,우수,우수,2021-05-01 0:00:00,8368,구로구,11530000625,국공립,서울특별시 구로구 항동로 43 1층 관리동,02-2060-2010,37.47795482,126.8236773,일반,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
동화마을어린이집,A,우수,우수,우수,우수,2021-03-01 0:00:00,8313,구로구,11530000203,가정,"서울특별시 구로구 도림로 59 105동 104호(구로동, 구로두산아파트)",02-867-3332,37.48928285,126.8892333,야간연장,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
둥이나라어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,8357,구로구,11530000202,가정,서울특별시 구로구 경인로8길 64 101동 104호(오류동 영풍마드레빌아파트),02-2681-0705,37.48275004,126.8393406,일반,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
디큐브어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8209,구로구,11530000563,민간,서울특별시 구로구 경인로 662,02-2672-8788,37.50812346,126.8882126,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
로뎀어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8291,구로구,11530000155,가정,"서울특별시 구로구 새말로 31 107동 102호(구로동, 롯데아파트)",02-851-6199,37.50331439,126.8841294,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
리가숲어린이집,B,보통,우수,우수,우수,2021-01-01 0:00:00,8218,구로구,11530000383,민간,서울특별시 구로구 중앙로12길 7 고척LIG리가1단지 관리동 (고척동),02-2613-9282,37.50564037,126.8614166,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
별하어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8368,구로구,11530000637,국공립,서울특별시 구로구 항동로 68 하버라인9단지 관리동 내,02-2682-0996,37.4802377,126.8259275,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
보배사랑어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8218,구로구,11530000638,국공립,서울특별시 구로구 중앙로12길 7 101동 101호,02-2619-3377,37.50572017,126.8614999,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
붕붕어린이집,B,우수,보통,보통,우수,2021-12-01 0:00:00,8245,구로구,11530000161,민간,서울특별시 구로구 고척로33길 47 금강주택101호 (고척동),02-2689-9932,37.50459392,126.8480912,일반,2021,N,2024. 12. 1,2024. 12. 15,서울특별시
사랑모아어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8327,구로구,11530000271,가정,서울특별시 구로구 가마산로 87 103동 101호(한일유앤아이아파트),02-866-6675,37.48584944,126.8761586,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
새로미어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8350,구로구,11530000579,가정,"서울특별시 구로구 오리로 1102-10 213동 104호(천왕동, 천왕연지타운2단지아파트)",02-6224-1215,37.48401567,126.843341,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
새빛어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,8362,구로구,11530000632,국공립,서울특별시 구로구 연동로 233,02-2688-3688,37.48052286,126.8207939,일반,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
새움터어린이집,B,우수,우수,우수,보통,2021-07-01 0:00:00,8377,구로구,11530000567,국공립,서울특별시 구로구 디지털로33길 28 1차101호,02-854-0022,37.48698181,126.8953136,"장애아통합,야간연장",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
섬기는어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,8383,구로구,11530000128,국공립,서울특별시 구로구 우마1다길 25 구립 섬기는 어린이집,02-865-9111,37.48291112,126.8896633,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
수잔나어린이집,B,우수,보통,우수,우수,2021-01-01 0:00:00,8239,구로구,11530000022,민간,서울특별시 구로구 고척로51길 73 (고척동),02-2689-1225,37.50688049,126.8524272,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
신나라어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8275,구로구,11530000239,국공립,"서울특별시 구로구 경인로 382 102동 101호(개봉동, 한마을아파트)",02-2060-8733,37.49532173,126.8625425,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
신도림제일어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,8203,구로구,11530000021,민간,서울특별시 구로구 신도림로13길 18 19-6,02-2672-5074,37.50893431,126.8807305,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
아람어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8275,구로구,11530000358,가정,"서울특별시 구로구 경인로 382 120동 102호(개봉동, 한마을아파트)",02-2060-6291,37.49532173,126.8625425,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아이미소어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8368,구로구,11530000499,가정,서울특별시 구로구 항동로 42 한양수자인에듀힐즈 507-101,02-2688-7774,37.47831689,126.8263277,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아이조아어린이집,B,보통,우수,우수,보통,2021-01-01 0:00:00,8230,구로구,11530000204,가정,서울특별시 구로구 고척로52길 48 105동 106호 고척대우아파트,02-2614-9751,37.50339873,126.8551121,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
엄마품어린이집,B,우수,보통,우수,보통,2021-01-01 0:00:00,8344,구로구,11530000505,가정,"서울특별시 구로구 오류로8다길 9 다동 106호(오류동, 우석빌라)",02-2682-7772,37.49067769,126.8428647,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
예능어린이집,B,보통,우수,우수,보통,2021-09-01 0:00:00,8202,구로구,11530000279,민간,서울특별시 구로구 신도림로 87 신도림1차동아 1층,02-2675-8788,37.50775634,126.8805886,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
예쁜꼬마어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8207,구로구,11530000321,가정,"서울특별시 구로구 신도림로 78 309동 101호(신도림동, 동아3차아파트)",02-6737-7213,37.50775634,126.8805886,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
온새미어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8297,구로구,11530000575,국공립,서울특별시 구로구 새말로18길 130,02-857-3322,37.50109586,126.8922874,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
은가람어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8200,구로구,11530000570,국공립,서울특별시 구로구 경인로67길 149 신도림구민생활체육관내 1층,02-2635-1700,37.51376259,126.8832339,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
제이백합어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8227,구로구,11530000316,민간,서울특별시 구로구 경인로43길 22 (고척동),02-6414-1434,37.49765106,126.8619032,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
좋은나무어린이집,B,우수,보통,우수,우수,2021-07-01 0:00:00,8253,구로구,11530000375,가정,"서울특별시 구로구 고척로 49 201동 104호(오류동, 동부골든아파트)",02-2688-2093,37.49927744,126.8395847,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
참누리어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,8274,구로구,11530000635,국공립,"서울특별시 구로구 경인로 302 관리동 (개봉동,개봉역센트레빌레우스 임대아파트)",02-2612-2021,37.49577832,126.8546174,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
푸른숲어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8323,구로구,11530000593,국공립,서울특별시 구로구 구일로8길 143,02-830-0161,37.49891856,126.8770372,장애아통합,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
피노키오어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8324,구로구,11530000232,가정,"서울특별시 구로구 구일로8길 31 101동 107호(구로동, 우성아파트)",02-851-4839,37.4946982,126.8724096,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립꼬꼬어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,8520,금천구,11545000066,국공립,"서울특별시 금천구 가산로 99 107동 102호(가산동, 두산아파트)",02-864-5563,37.47603828,126.8917108,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
구립남서울힐스테이트어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8637,금천구,11545000322,국공립,서울특별시 금천구 시흥대로 165 남서울힐스테이트아파트 커뮤니티센터,02-852-2345,37.44605871,126.9006656,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립벽산꿈어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8646,금천구,11545000006,국공립,"서울특별시 금천구 금하로 816 511동 102호(시흥동, 벽산5단지아파트)",02-3286-7942,37.449738,126.919846,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립별솔어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,8599,금천구,11545000319,국공립,"서울특별시 금천구 한내로 62 4동 104호(독산한신아파트,독산제1동)",02-6672-8810,37.45549154,126.8896335,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립새롬어린이집,B,우수,우수,우수,우수,2021-06-01 0:00:00,8561,금천구,11545000308,국공립,서울특별시 금천구 독산로58가길 88,02-808-9377,37.46583223,126.9071957,야간연장,2021,N,2024. 6. 1,2024. 6. 15,서울특별시
구립유나어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8646,금천구,11545000098,국공립,"서울특별시 금천구 금하로 816 516동 102호(시흥동, 관악산벽산타운아파트)",02-808-7369,37.449738,126.919846,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립화목한어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,8644,금천구,11545000223,국공립,"서울특별시 금천구 독산로10길 96 1동 110호(시흥동, 남서울건영2차아파트)",070-7524-6391,37.44939216,126.9104638,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
금천G밸리어린이집,B,우수,우수,우수,보통,2021-01-01 0:00:00,8584,금천구,11545000317,직장,"서울특별시 금천구 두산로 70 현대지식산업센터 티-115,116,117-01",02-2169-2280,37.56647,126.977963,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
꾸미어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,8610,금천구,11545000335,가정,서울특별시 금천구 시흥대로77길 23 시흥베르빌 아파트 101동 104호,02-6348-1108,37.45760708,126.8975987,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
동화나라어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8572,금천구,11545000107,민간,서울특별시 금천구 독산로 78-1,02-891-2215,37.45451872,126.906811,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
엔젤어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8550,금천구,11545000097,민간,서울특별시 금천구 문성로1길 7 (독산동),02-866-7723,37.47672637,126.9041394,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
키움어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,8608,금천구,11545000321,가정,서울특별시 금천구 벚꽃로 40 111동 105호,02-804-7979,37.46066826,126.8950174,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
한신붕붕어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,8599,금천구,11545000160,가정,"서울특별시 금천구 한내로 62 6동 101호(독산동, 한신)",02-899-8999,37.45553904,126.8894522,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
현대키즈어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,8596,금천구,11545000221,가정,"서울특별시 금천구 벚꽃로 73 101동 102호(독산동, 금천현대아파트)",02-6265-1880,37.46254233,126.8902586,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
KDB어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7242,영등포구,11560000357,직장,서울특별시 영등포구 은행로 14 한국산업은행,02-787-4365,37.52712161,126.920833,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
LG사랑어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7336,영등포구,11560000387,직장,서울특별시 영등포구 여의대로 128 LG트윈타워,02-3773-1300,37.52792714,126.92924,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
가람어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7374,영등포구,11560000434,국공립,"서울특별시 영등포구 도림로 365 101동 101호(도림동, 동아에코빌)",02-6203-2335,37.5088898,126.8986733,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
강남새 어린이집,B,우수,우수,우수,보통,2021-01-01 0:00:00,7216,영등포구,11560000177,민간,서울특별시 영등포구 당산로42길 16 현대5차아파트 단지내 (당산동4가),02-2676-9637,37.52963147,126.9008055,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
건이강이어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7223,영등포구,11560000427,직장,서울특별시 영등포구 당산동6가 당산로 238,02-2632-4100,37.53425081,126.9024722,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
당산2동센트럴아이파크별하어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7215,영등포구,11560000481,국공립,서울특별시 영등포구 영신로 247 107동 관리동,02-2135-2653,37.52985378,126.9022969,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
당산2동은솔어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7215,영등포구,11560000480,국공립,서울특별시 영등포구 당산로42길 23,02-2636-5630,37.53015742,126.9017506,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
도담어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7223,영등포구,11560000432,국공립,서울특별시 영등포구 당산동6가 당산로50길 29,02-2675-5657,37.53311047,126.9050849,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
문래자이어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7298,영등포구,11560000431,국공립,서울특별시 영등포구 문래동3가 당산로4길 12 관리동,02-2069-4512,37.51627692,126.8973919,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
별님스타키즈 어린이집,B,우수,우수,우수,보통,2021-07-01 0:00:00,7217,영등포구,11560000278,민간,서울특별시 영등포구 당산로41길 17,02-2633-4533,37.53169847,126.8973889,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
삼육어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7278,영등포구,11560000389,가정,"서울특별시 영등포구 양평동2가 선유서로21길 19 101동104호(양평동2가, 양평동벽산블루밍아파트)",02-2631-7676,37.52228,126.882965,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
서비스에이스 하람어린이집,A,우수,우수,우수,우수,2021-05-01 0:00:00,7298,영등포구,11560000476,직장,서울특별시 영등포구 문래로28길 25 에스타워 3층(문래동3가),02-6256-0190,37.515769,126.8997702,일반,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
신길센트럴자이 솔빛 어린이집,A,우수,우수,우수,우수,2021-06-01 0:00:00,7397,영등포구,11560000477,국공립,서울특별시 영등포구 신길로29길 17,02-848-1531,37.50299027,126.9077831,야간연장,2021,N,2024. 6. 1,2024. 6. 15,서울특별시
아이꿈나무어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7283,영등포구,11560000045,가정,"서울특별시 영등포구 문래로4길 6 201동 106호(문래동6가, 현대아파트)",02-847-9448,37.52039597,126.8830515,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
아이온어린이집,B,우수,우수,보통,우수,2021-01-01 0:00:00,7395,영등포구,11560000426,가정,"서울특별시 영등포구 가마산로 442 104동 104호(신길동, 래미안영등포 프레비뉴아파트)",02-846-7771,37.50500938,126.9088889,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
아이키움문래어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7282,영등포구,11560000478,민간,서울특별시 영등포구 선유로9길 30 102동 1층(문래동6가),02-6397-7955,37.51816857,126.8856161,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
영등포든든어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7412,영등포구,11560000479,국공립,서울특별시 영등포구 대림로35가길 9,02-842-2021,37.49808746,126.8979364,장애아통합,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
영등포사임당어린이집,B,우수,보통,우수,보통,2021-01-01 0:00:00,7244,영등포구,11560000245,민간,서울특별시 영등포구 양산로 177 경남아너스빌아파트 관리동 (영등포동7가),02-2676-0579,37.52387114,126.9026458,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
예승아트스쿨어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7362,영등포구,11560000139,민간,서울특별시 영등포구 신길로42길 10,02-846-4422,37.5078418,126.9118136,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
온새미로어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7258,영등포구,11560000392,가정,"서울특별시 영등포구 당산동3가 영신로 193 2동 106호(당산동3가,한양아파트)",02-6369-2013,37.52520423,126.9018391,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
완두콩어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7439,영등포구,11560000209,가정,서울특별시 영등포구 디지털로 420 신대림2차 신동아 파밀리에 104동 103호,02-842-5695,37.49298681,126.9048864,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
은빛어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7380,영등포구,11560000338,가정,"서울특별시 영등포구 도신로 68 106동 107호(신길동, 신길우성1차아파트)",070-4046-2274,37.50530872,126.9002225,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
은지어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,7392,영등포구,11560000094,가정,서울특별시 영등포구 신풍로19가길 12-1 102호(신길동),02-848-4833,37.49991486,126.9158614,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
이든어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7209,영등포구,11560000435,국공립,서울특별시 영등포구 양평동4가 양평로17길 36 1동 110호,02-2676-5422,37.53443485,126.894371,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
작은꼬마어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7435,영등포구,11560000437,국공립,서울특별시 영등포구 여의대방로5길 6 우창아파트 1동 108호,02-833-3044,37.49739997,126.9118972,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
즐거운어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7217,영등포구,11560000439,국공립,서울특별시 영등포구 당산동4가 당산로41길 23 101동 102호,02-6269-3939,37.53149598,126.8966243,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
피터팬어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,7264,영등포구,11560000065,가정,"서울특별시 영등포구 당산로 95 102동 101호(당산동2가, 한전현대아파트)",02-2633-8078,37.52358452,126.8949051,일반,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
하늘어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7344,영등포구,11560000230,가정,"서울특별시 영등포구 63로 45 11동 12호(여의도동, 여의도시범아파트)",02-782-7809,37.52076437,126.9370282,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
한신엄마품어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,7204,영등포구,11560000384,가정,서울특별시 영등포구 양평동5가 양평로24길 9 한신아파트 103동 101호,02-2677-5054,37.53937763,126.8925328,일반,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
행복드림어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7295,영등포구,11560000360,가정,서울특별시 영등포구 문래로20길 14 문래공원한신아파트 2동 101호,02-3667-7959,37.51738319,126.8932163,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
효성어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,7215,영등포구,11560000179,민간,서울특별시 영등포구 당산로42길 13 효성아파트 1차 관리동1층 (당산동5가),02-2069-1770,37.5307754,126.9017323,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
구립꿈담어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,6969,동작구,11590000435,국공립,서울특별시 동작구 상도로47아길 44-1 2층,02-813-4246,37.50401952,126.953594,야간연장,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
구립나래어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,6950,동작구,11590000047,국공립,서울특별시 동작구 상도로15라길 24 나래어린이집,02-823-3412,37.50442398,126.9401361,"장애아통합,야간연장,휴일보육,시간제보육",2021,N,2024. 4. 1,2024. 4. 15,서울특별시
구립다움어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,7029,동작구,11590000438,국공립,서울특별시 동작구 사당로 90 사당롯데캐슬골든포레 관리동 1층,02-582-2990,37.49150539,126.9622945,휴일보육,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립로미어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,6920,동작구,11590000396,국공립,서울특별시 동작구 만양로 19,02-3280-3535,37.50707192,126.9457209,"장애아통합,야간연장",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
