어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스
서초구립 방배4동어린이집,A,우수,우수,우수,우수,2022-12-01,6573,서초구,11650000420,국공립,서울특별시 서초구 서초대로19길 16,02-523-6545,37.4878277609,126.9912618523,일반
서초구립 방배그랑자이어린이집,A,우수,우수,우수,우수,2023-02-01,6703,서초구,11650000457,국공립,서울특별시 서초구 방배로 21 방배그랑자이어린이집,02-523-2044,37.48254632256565,126.99655156904072,일반
서초구립 방배본동신나는어린이집,A,우수,우수,우수,우수,2022-12-01,6560,서초구,11650000413,국공립,서울특별시 서초구 동광로11길 23 .,02-534-8450,37.4922241542,126.9858516936,일반
서초구립 방배아트자이어린이집,A,우수,우수,우수,우수,2019-01-01,6706,서초구,11650000435,국공립,서울특별시 서초구 명달로9길 57 관리동,02-522-7600,37.48019697256488,127.0021424826466,일반
서초구립 삼호3차가온어린이집,A,우수,우수,우수,우수,2020-07-01,6552,서초구,11650000433,국공립,서울특별시 서초구 방배로45길 2 13동 104호,070-7576-2425,37.49779971372075,126.98697245789695,일반
서초구립 서리풀어린이집,A,우수,우수,우수,우수,2023-01-01,6655,서초구,11650000361,국공립,"서울특별시 서초구 반포대로 121 (서초동, 사랑의 교회내)",02-3495-1870,37.490685832849,127.0076529550828,"장애아통합,야간연장"
서초구립 서울교육대학교사향어린이집,A,우수,우수,우수,우수,2023-08-01,6639,서초구,11650000421,국공립,서울특별시 서초구 서초중앙로 96 서울교육대학교 평생교육원 1층,02-583-6688,37.4908433337,127.0176895804,일반
서초구립 서초1동하은어린이집,A,우수,우수,우수,우수,2023-02-01,6632,서초구,11650000414,국공립,서울특별시 서초구 서초대로58길 35-6 .,02-3473-1757,37.494120720969285,127.01786675935652,일반
서초구립 서초3단지어린이집,A,우수,우수,우수,우수,2021-08-01,6768,서초구,11650000359,국공립,서울특별시 서초구 양재대로2길 34 우면동 408번지 서초보금자리3단지 내 별동,02-572-5004,37.45758089149679,127.02216660299943,야간연장
서초구립 서초3동어린이집,A,우수,우수,우수,우수,2022-12-01,6670,서초구,11650000407,국공립,서울특별시 서초구 반포대로13길 64 서초구립 서초3동어린이집,02-522-5665,37.48519734635416,127.00759812289571,일반
서초구립 서초3동하나어린이집,A,우수,우수,우수,우수,2022-05-01,6667,서초구,11650000452,국공립,서울특별시 서초구 명달로11길 16,02-523-6777,37.48336173637013,127.0034173756871,일반
서초구립 서초4동삼풍어린이집,A,우수,우수,우수,우수,2021-07-01,6601,서초구,11650000402,국공립,"서울특별시 서초구 서초중앙로 200 5동, 103호(서초동, 삼풍아파트)",02-535-0222,37.54759008044978,127.0647962591456,일반
서초구립 서초4동써밋1어린이집,B,우수,우수,우수,보통,2022-09-01,6608,서초구,11650000410,국공립,"서울특별시 서초구 서운로 201 (서초4동, 푸르지오써밋아파트)",02-6933-6447,37.501306830141495,127.02115802315723,일반
서초구립 서초4동써밋2어린이집,A,우수,우수,우수,우수,2022-09-01,6610,서초구,11650000412,국공립,"서울특별시 서초구 서운로 212 (서초4동, 서초푸르지오써밋아파트)",02-6930-5651,37.50181669525215,127.02292382148659,야간연장
서초구립 서초4동행복어린이집,A,우수,우수,우수,우수,2022-12-01,6601,서초구,11650000408,국공립,"서울특별시 서초구 서초중앙로 200 3동 106호(서초동, 삼풍아파트)",02-537-1240,37.49846608534648,127.01605839769846,일반
서초구립 서초교대e편한세상어린이집,A,우수,우수,우수,우수,2023-07-01,6603,서초구,11650000460,국공립,서울특별시 서초구 서초중앙로24길 33 교대e편한세상아파트 관리동,02-591-1011,37.49646122679468,127.01691175474132,일반
서초구립 서초그랑자이어린이집,A,우수,우수,우수,우수,2022-12-01,6630,서초구,11650000456,국공립,서울특별시 서초구 효령로 391,02-585-0334,37.48857108453964,127.02677554166156,일반
서초구립 서초성모어린이집,B,우수,우수,우수,보통,2022-06-01,6593,서초구,11650000075,국공립,서울특별시 서초구 고무래로8길 21 (반포동),02-594-2124,37.50104883,127.0095073,"장애아통합,야간연장"
서초구립 서초자연이랑 어린이집,A,우수,우수,우수,우수,2023-08-01,6767,서초구,11650000377,국공립,서울특별시 서초구 양재대로2길 109,02-576-0927,37.45611531776572,127.01378434712484,야간연장
서초구립 센트럴아이파크어린이집,A,우수,우수,우수,우수,2022-03-01,6652,서초구,11650000449,국공립,서울특별시 서초구 반포대로18길 36,02-2088-7137,37.48671742730503,127.0120532189087,일반
서초구립 신반포리오센트어린이집,B,우수,우수,보통,우수,2020-07-01,6516,서초구,11650000439,국공립,서울특별시 서초구 잠원로14길 32,02-595-5532,37.51904534349191,127.013596826604,일반
서초구립 신반포아크로빛어린이집,A,우수,우수,우수,우수,2023-09-01,6508,서초구,11650000431,국공립,서울특별시 서초구 잠원로 117 신반포아크로리버뷰아파트 104동,02-532-2001,37.515333755779736,127.00746544186887,일반
서초구립 신반포자이어린이집,A,우수,우수,우수,우수,2023-01-01,6521,서초구,11650000430,국공립,서울특별시 서초구 잠원로 60,02-535-5128,37.51019800408927,127.00789472936512,일반
서초구립 아람어린이집,A,우수,우수,우수,우수,2020-02-01,6764,서초구,11650000394,국공립,"서울특별시 서초구 태봉로2길 5 505동 1층(우면동, 서초네이처힐5단지)",02-3461-7942,37.462931124893714,127.02433899581906,"일반,시간제보육"
서초구립 아르떼어린이집,A,우수,우수,우수,우수,2019-12-01,6676,서초구,11650000429,국공립,"서울특별시 서초구 방배천로18길 11 관리동(방배동, 방배롯데캐슬아르떼)",02-521-5689,37.56647,126.977963,일반
서초구립 아이숲어린이집,A,우수,우수,우수,우수,2020-01-01,6802,서초구,11650000392,국공립,서울특별시 서초구 청계산로9길 1-12 602동 1층내,02-577-9509,37.44974119890253,127.05515078991412,장애아통합
서초구립 아크로달어린이집,B,우수,보통,우수,보통,2021-07-01,6503,서초구,11650000399,국공립,"서울특별시 서초구 신반포로15길 19 104동 (아크로리버파크아파트, 반포동)",02-537-3940,37.50610298276298,126.9928238794347,일반
서초구립 아크로별어린이집,A,우수,우수,우수,우수,2021-07-01,6503,서초구,11650000395,국공립,"서울특별시 서초구 신반포로15길 19 100동(반포동, 아크로리버파크)",02-3478-1442,37.5064102837,126.9938564465,일반
서초구립 아크로해어린이집,A,우수,우수,우수,우수,2021-07-01,6503,서초구,11650000396,국공립,"서울특별시 서초구 신반포로15길 19 106동 1층(반포동, 아크로리버파크)",02-3478-0542,37.50673826908614,126.99424322092766,일반
서초구립 양재목련어린이집,A,우수,우수,우수,우수,2023-05-01,6781,서초구,11650000425,국공립,서울특별시 서초구 언남16길 37,02-529-3579,37.47348208,127.0464950607,일반
서초구립 양재별하어린이집,A,우수,우수,우수,우수,2023-02-01,6791,서초구,11650000423,국공립,서울특별시 서초구 논현로5길 15-5,02-533-4503,37.4719708093,127.049397181,장애아통합
서초구립 에스티지하늘어린이집,A,우수,우수,우수,우수,2021-07-01,6624,서초구,11650000403,국공립,"서울특별시 서초구 서운로 107 1층(서초2동, 래미안서초에스티지 아파트)",02-523-0478,37.49262588127521,127.02558966482758,일반
서초구립 잠원동어린이집,A,우수,우수,우수,우수,2023-03-01,6529,서초구,11650000426,국공립,서울특별시 서초구 강남대로95길 75 .,02-523-3615,37.5119702262,127.0169661519,일반
서초구립 잠원햇살어린이집,A,우수,우수,우수,우수,2021-07-01,6518,서초구,11650000397,국공립,"서울특별시 서초구 잠원로8길 25 1층 (잠원동, 래미안신반포팰리스)",02-536-8725,37.51390071251679,127.01270231955242,일반
서초구립 포레스타2단지어린이집,A,우수,우수,우수,우수,2023-01-01,6800,서초구,11650000380,국공립,서울특별시 서초구 헌릉로8길 45,02-576-7979,37.56647,126.977963,야간연장
서초구립 포레스타3단지어린이집,A,우수,우수,우수,우수,2022-09-01,6798,서초구,11650000368,국공립,서울특별시 서초구 헌릉로8길 22 305동 1층,02-3462-1471,37.45526876920364,127.0591784395332,일반
서초구립 포레스타5단지어린이집,A,우수,우수,우수,우수,2022-04-01,6798,서초구,11650000366,국공립,서울특별시 서초구 청계산로7길 43 510동 1층,02-576-1226,37.45114286811606,127.05768337765736,일반
서초구립 포레스타6단지어린이집,A,우수,우수,우수,우수,2023-08-01,6802,서초구,11650000378,국공립,서울특별시 서초구 청계산로9길 1-12,02-575-0546,37.44968392165928,127.05624020107132,장애아통합
서초구립 포레스타7단지어린이집,A,우수,우수,우수,우수,2021-07-01,6802,서초구,11650000357,국공립,서울특별시 서초구 청계산로11길 7-12 708동 1층,070-7204-2030,37.44401897798263,127.06217099875767,일반
서초구립 한신서래어린이집,A,우수,우수,우수,우수,2022-05-01,6578,서초구,11650000451,국공립,서울특별시 서초구 사평대로28길 31 101동 108호,02-533-9631,37.49860682955613,127.00087077390684,일반
서초구립 허니비어린이집,A,우수,우수,우수,우수,2023-12-01,6567,서초구,11650000453,국공립,"서울특별시 서초구 서초대로1길 30 105동 101호(방배동, 현대아파트)",02-535-7957,37.48827117840567,126.9838589809336,야간연장
서초구립네이처힐1단지어린이집,A,우수,우수,우수,우수,2020-01-01,6765,서초구,11650000351,국공립,서울특별시 서초구 형촌길 35 네이처힐1단지 109동 1층,02-572-0109,37.46411033198591,127.01910527162993,"일반,시간제보육"
서초구립네이처힐3단지어린이집,A,우수,우수,우수,우수,2019-12-01,6764,서초구,11650000340,국공립,"서울특별시 서초구 태봉로2길 60 307동 1층(우면동, 서초네이처힐)",02-579-6933,37.46565137338146,127.02718099282652,야간연장
서초구립네이처힐6단지어린이집,A,우수,우수,우수,우수,2020-01-01,6764,서초구,11650000350,국공립,서울특별시 서초구 태봉로2길 30 네이처힐6단지 601동 1층,02-571-0204,37.46115388132021,127.0256512875495,일반
서초구립반포서래어린이집,A,우수,우수,우수,우수,2023-12-01,6577,서초구,11650000320,국공립,서울특별시 서초구 사평대로28길 70,02-599-1320,37.497486881318245,127.00033021062798,야간연장
서초구립방배열린어린이집,A,우수,우수,우수,우수,2019-11-01,6572,서초구,11650000356,국공립,서울특별시 서초구 방배로 173 방배열린문화센터 내 1층,02-3477-6700,37.48902437704569,126.9923833978018,일반
서초구립신반포어린이집,B,우수,우수,보통,우수,2019-12-01,6504,서초구,11650000327,국공립,서울특별시 서초구 신반포로19길 26 신반포중학교 내 복합관,02-3477-7741,37.5059503770666,126.995477665835,야간연장
서초구립예아어린이집,A,우수,우수,우수,우수,2019-01-01,6677,서초구,11650000386,국공립,서울특별시 서초구 방배천로18길 36-8,02-522-2879,37.482385421805326,126.98445948139349,일반
서초구립하나푸르니반포어린이집,A,우수,우수,우수,우수,2021-07-01,6593,서초구,11650000339,국공립,서울특별시 서초구 서초중앙로33길 10 반포4동,02-592-5181,37.50134787129097,127.01074981080671,야간연장
서초구청 직장어린이집,A,우수,우수,우수,우수,2020-02-01,6730,서초구,11650000171,직장,서울특별시 서초구 남부순환로347길 46 (서초동),02-598-9341,37.48640445,127.0313962,일반
서초남서울어린이집,A,우수,우수,우수,우수,2022-12-01,6509,서초구,11650000084,국공립,서울특별시 서초구 반포대로 310-5 구립서초남서울어린이집,02-3482-1501,37.50685281,127.000881,야간연장
서초더샵포레어린이집,A,우수,우수,우수,우수,2022-01-01,6800,서초구,11650000370,국공립,서울특별시 서초구 헌릉로8길 58 104동 1층,02-573-0812,37.45393165626967,127.06269231445305,"장애아통합,시간제보육"
서초래미안어린이집,C,우수,우수,개선필요,우수,2023-12-01,6602,서초구,11650000062,민간,서울특별시 서초구 서초대로65길 13-10 서초래미안아파트 관리동 1층 (서초동),02-3477-4533,37.49878472,127.0186027,야간연장
서초양재어린이집,A,우수,우수,우수,우수,2023-07-01,6742,서초구,11650000294,가정,서울특별시 서초구 강남대로34길 46-12 1층(양재동),02-578-7922,37.48329111,127.0385418,야간연장
서초어린이집,A,우수,우수,우수,우수,2022-01-01,6703,서초구,11650000085,국공립,서울특별시 서초구 남부순환로 2271-1,02-522-9411,37.47467081,127.0002253,"장애아통합,야간연장"
서초연꽃어린이집,A,우수,우수,우수,우수,2022-08-01,6638,서초구,11650000078,국공립,서울특별시 서초구 사임당로19길 51 (서초동),02-521-1750,37.49191152,127.0169783,야간연장
서초예랑어린이집,A,우수,우수,우수,우수,2023-12-01,6681,서초구,11650000108,가정,"서울특별시 서초구 효령로23길 82 103호(방배동, 퍼시픽하우스)",02-586-9869,37.48388862715311,126.99233417043808,일반
서초우주 어린이집,A,우수,우수,우수,우수,2023-12-01,6562,서초구,11650000169,가정,서울특별시 서초구 동광로18길 22 (방배동),02-535-3631,37.49123968,126.989255,일반
서초이화어린이집,A,우수,우수,우수,우수,2023-07-01,6556,서초구,11650000153,민간,서울특별시 서초구 방배로39길 42 (방배동),02-593-9779,37.49420587,126.9867249,일반
서초장미어린이집,A,우수,우수,우수,우수,2022-08-01,6733,서초구,11650000089,국공립,서울특별시 서초구 남부순환로 2543-5,02-3474-6333,37.48418877,127.0284341,야간연장
서초한별어린이집,A,우수,우수,우수,우수,2022-07-01,6778,서초구,11650000073,국공립,서울특별시 서초구 마방로2길 15-9,02-579-1850,37.47330288,127.0396431,야간연장
서초현대어린이집,A,우수,우수,우수,우수,2022-09-01,6741,서초구,11650000203,가정,서울특별시 서초구 강남대로30길 77-4 현대빌라 101호 (양재동),02-579-4022,37.4833285,127.041368,일반
선우어린이집,A,우수,우수,우수,우수,2023-11-01,6682,서초구,11650000092,가정,서울특별시 서초구 방배로15길 26 1층 (방배동),02-584-4295,37.48387071933534,126.99432412164757,야간연장
성분도어린이집,A,우수,우수,우수,우수,2022-09-01,6705,서초구,11650000086,국공립,서울특별시 서초구 방배로 40 .,02-522-0290,37.47842343,126.999982,"장애아통합,야간연장"
수표교어린이집,B,우수,우수,보통,우수,2022-08-01,6708,서초구,11650000056,민간,서울특별시 서초구 명달로 52 (서초동),02-597-7172,37.48212009,127.0052774,일반
신애어린이집,B,우수,우수,보통,우수,2022-03-01,6762,서초구,11650000043,민간,서울특별시 서초구 바우뫼로9길 9 (우면동),02-576-2759,37.47182813,127.0265728,일반
아가야어린이집,A,우수,우수,우수,우수,2023-11-01,6564,서초구,11650000155,가정,서울특별시 서초구 방배중앙로15길 22 1층 (방배동),02-594-3926,37.48808326369597,126.98707817134402,"야간연장,휴일보육"
양재2동어린이집,A,우수,우수,우수,우수,2022-08-01,6786,서초구,11650000087,국공립,서울특별시 서초구 강남대로8길 66-15,02-574-1214,37.46964857,127.0442446,야간연장
양재복지관어린이집,A,우수,우수,우수,우수,2022-04-01,6737,서초구,11650000090,국공립,서울특별시 서초구 남부순환로 2610 (양재동),02-571-6141,37.48449698,127.0361405,야간연장
양지1어린이집,A,우수,우수,우수,우수,2020-01-01,6794,서초구,11650000119,직장,"서울특별시 서초구 샘마을길 73 내곡동, 양지1어린이집",02-577-2091,37.46319487,127.070751,야간연장
양지2어린이집,A,우수,우수,우수,우수,2019-12-01,6794,서초구,11650000375,직장,서울특별시 서초구 샘마을길 73,02-3411-3557,37.46346901847573,127.07042957979829,야간연장
언남해피어린이집,A,우수,우수,우수,우수,2021-04-01,6780,서초구,11650000024,민간,서울특별시 서초구 동산로13길 35 (양재동),02-576-7525,37.47233010757976,127.04300794958,야간연장
열매어린이집,A,우수,우수,우수,우수,2023-11-01,6764,서초구,11650000390,가정,서울특별시 서초구 태봉로2길 10 네이처힐 7단지 관리동,02-529-8855,37.46153484678826,127.02288608636636,일반
영어린이집,A,우수,우수,우수,우수,2023-08-01,6516,서초구,11650000289,가정,"서울특별시 서초구 잠원로14길 54 101호(잠원동, 신화아파트)",02-3477-7929,37.51468182,127.0092027,야간연장
예랑어린이집,A,우수,우수,우수,우수,2023-12-01,6678,서초구,11650000095,가정,서울특별시 서초구 청두곶길 46 1층 (방배동),02-588-5354,37.48205203,126.9846718,야간연장
우면어린이집,A,우수,우수,우수,우수,2022-01-01,6762,서초구,11650000081,국공립,서울특별시 서초구 바우뫼로7길 11 주공아파트 (우면동),02-573-7347,37.47022031443846,127.02429614109988,야간연장
우성어린이집,A,우수,우수,우수,우수,2022-12-01,6760,서초구,11650000415,가정,"서울특별시 서초구 방배선행길 1 102동 103호(방배동,우성아파트)",02-588-8979,37.4741098413,126.9825992517,일반
은빛어린이집,A,우수,우수,우수,우수,2022-09-01,6723,서초구,11650000096,가정,"서울특별시 서초구 효령로68길 13 21동 102호(서초동, 현대아파트)",02-3471-1218,37.48826107,127.0234614,야간연장
은혜어린이집,A,우수,우수,우수,우수,2022-04-01,6776,서초구,11650000332,가정,서울특별시 서초구 마방로10길 54-19 (양재동),070-8247-1798,37.4746961412779,127.044168803343,야간연장
이노키즈어린이집,A,우수,우수,우수,우수,2020-02-01,6641,서초구,11650000428,직장,서울특별시 서초구 서초중앙로8길 47,02-581-5345,37.48728880494529,127.01804039135996,일반
자연닮은꼬마숲어린이집,A,우수,우수,우수,우수,2023-11-01,6636,서초구,11650000326,가정,"서울특별시 서초구 사임당로23길 58 301동 105호(서초동, 현대3차아파트)",070-8624-7702,37.4925600247102,127.021332782515,야간연장
잠원시온어린이집,A,우수,우수,우수,우수,2019-01-01,6518,서초구,11650000132,가정,서울특별시 서초구 잠원로 150 잠원한신아파트 4동 107호,02-594-5432,37.51633536228992,127.01135214785928,야간연장
잠원어린이집,A,우수,우수,우수,우수,2022-09-01,6521,서초구,11650000045,민간,서울특별시 서초구 신반포로33길 15 동아아파트 관리동 1층 잠원어린이집,02-533-6673,37.50958767,127.0105368,일반
조은아이어린이집,A,우수,우수,우수,우수,2023-01-01,6515,서초구,11650000292,가정,"서울특별시 서초구 잠원로14길 41 324동 106호(잠원동, 신반포아파트)",02-3482-7220,37.51567657647367,127.01476552384364,일반
초록어린이집,A,우수,우수,우수,우수,2023-03-01,6668,서초구,11650000330,가정,서울특별시 서초구 명달로20길 33 진흥골든빌라101호(서초동),02-582-0620,37.4861608947104,127.005976478261,야간연장
키즈랜드어린이집,A,우수,우수,우수,우수,2021-07-01,6767,서초구,11650000338,민간,서울특별시 서초구 양재대로2길 90 서초보금자리2단지 관리동,02-3462-3500,37.45760529511508,127.01757113113038,일반
파란나라어린이집,B,우수,우수,보통,우수,2022-07-01,6567,서초구,11650000061,민간,서울특별시 서초구 서초대로1길 30 현대1차B상가 201호 (방배동),02-3477-2164,37.48857204,126.9838361,"야간연장,휴일보육"
푸르니서초 어린이집,A,우수,우수,우수,우수,2020-01-01,6642,서초구,11650000068,직장,서울특별시 서초구 효령로67길 4 (서초동),02-525-1232,37.48741324,127.0237958,야간연장
프리오리어린이집,A,우수,우수,우수,우수,2020-01-01,6585,서초구,11650000196,민간,"서울특별시 서초구 서초대로25길 97 (방배동) 1,2층",02-595-6360,37.49167193,126.9932353,일반
함께크는어린이집,A,우수,우수,우수,우수,2023-09-01,6762,서초구,11650000130,협동,서울특별시 서초구 바우뫼로11안길 12 (우면동),02-3462-7599,37.47333328,127.0267296,일반
해오름어린이집,A,우수,우수,우수,우수,2023-02-01,6715,서초구,11650000304,가정,"서울특별시 서초구 방배로 16 7동 101호(방배동, 임광아파트)",02-587-2312,37.47653084,127.0013221,일반
햇님어린이집,A,우수,우수,우수,우수,2022-12-01,6642,서초구,11650000097,가정,서울특별시 서초구 서리풀6길 28-4 (서초동),02-525-5164,37.48867937,127.0213086,야간연장
현대양재어린이집,A,우수,우수,우수,우수,2020-02-01,6793,서초구,11650000354,직장,서울특별시 서초구 염곡말길 17-6,02-578-8845,37.462332420712215,127.05213075607256,일반
GKL행복(강남 코엑스2호점)어린이집,A,우수,우수,우수,우수,2020-02-01,6155,강남구,11680000476,직장,서울특별시 강남구 봉은사로68길 27,02-501-3385,37.5104322131,127.0512729194,일반
GKL행복어린이집,A,우수,우수,우수,우수,2022-03-01,6085,강남구,11680000452,직장,서울특별시 강남구 삼성로122길 7 GKL 행복 어린이집,02-3448-4571,37.5172895895117,127.05367113895784,일반
GS리테일 푸르니 어린이집,B,우수,우수,보통,우수,2019-12-01,6140,강남구,11680000459,직장,서울특별시 강남구 테헤란로27길 34-3 .,02-6925-5012,37.50377712659065,127.03760419265345,일반
IBK 참 ! 좋은 어린이집,A,우수,우수,우수,우수,2020-02-01,6199,강남구,11680000384,직장,서울특별시 강남구 선릉로 332,02-552-2527,37.4994346582536,127.051714520452,일반
LH서울어린이집,A,우수,우수,우수,우수,2020-01-01,6100,강남구,11680000431,직장,서울특별시 강남구 선릉로121길 12,02-3416-3687,37.51450156240848,127.04098255765112,일반
e편한어린이집,A,우수,우수,우수,우수,2023-08-01,6217,강남구,11680000339,민간,서울특별시 강남구 선릉로69길 20 역삼e편한세상 관리동,02-2051-4081,37.4987481262,127.0509256664,일반
가로수 어린이집,A,우수,우수,우수,우수,2021-07-01,6029,강남구,11680000427,국공립,서울특별시 강남구 압구정로18길 28 신구초등학교,02-511-5466,37.523361295190405,127.02399152308732,야간연장
가온어린이집,A,우수,우수,우수,우수,2021-07-01,6365,강남구,11680000416,국공립,서울특별시 강남구 헌릉로618길 8 대왕초등학교내,02-445-7890,37.46430375507898,127.10550468220312,야간연장
강남구청 직장어린이집,A,우수,우수,우수,우수,2023-05-01,6090,강남구,11680000387,직장,서울특별시 강남구 학동로 426,02-2176-0950,37.5179682594851,127.047062035773,야간연장
강남데시앙포레어린이집,B,보통,우수,보통,우수,2020-01-01,6362,강남구,11680000505,국공립,서울특별시 강남구 광평로34길 55 강남데시앙포레 아파트 키즈센터1층,02-459-2525,37.48356746310779,127.09425367351623,야간연장
강남세브란스어린이집,A,우수,우수,우수,우수,2020-09-01,6230,강남구,11680000464,직장,서울특별시 강남구 언주로63길 29 명지빌딩 1층,02-2019-4300,37.49466137940966,127.0436240419741,야간연장
강남아이트라움어린이집,C,우수,우수,우수,개선필요,2023-04-01,6339,강남구,11680000025,민간,서울특별시 강남구 개포로124길 13 (일원동),02-2226-5600,37.49377167,127.0830221,일반
강남영재어린이집,C,우수,개선필요,우수,우수,2023-02-01,6270,강남구,11680000062,민간,서울특별시 강남구 논현로 205 (도곡동),02-575-4033,37.48729532,127.0406389,일반
강남키즈랜드어린이집,A,우수,우수,우수,우수,2022-09-01,6250,강남구,11680000354,민간,서울특별시 강남구 역삼로8길 11 (역삼동),02-557-8112,37.49342027110601,127.0339284326237,일반
강남힐스어린이집,B,우수,보통,우수,우수,2022-07-01,6095,강남구,11680000234,민간,서울특별시 강남구 삼성로111길 8 삼성동 힐스테이트 관리동,02-516-1129,37.5147316022,127.0517373569,일반
광림어린이집,A,우수,우수,우수,우수,2021-01-01,6031,강남구,11680000441,민간,서울특별시 강남구 논현로175길 49,02-2056-5743,37.52435557960788,127.02598739069252,일반
구민회관어린이집,A,우수,우수,우수,우수,2022-06-01,6288,강남구,11680000031,국공립,서울특별시 강남구 삼성로 154 (대치동),02-501-6057,37.49387231,127.0642576,야간연장
그레이튼어린이집,B,우수,우수,보통,보통,2022-03-01,6219,강남구,11680000366,민간,서울특별시 강남구 도곡로43길 20 래미안그레이튼2단지 관리동,02-561-2205,37.4968641934,127.0486174555,일반
꼬꼬맘 어린이집,A,우수,우수,우수,우수,2023-05-01,6314,강남구,11680000364,가정,서울특별시 강남구 논현로4길 41 (개포동),02-501-2020,37.47406638,127.053078,일반
꼬망새어린이집,A,우수,우수,우수,우수,2022-04-01,6370,강남구,11680000440,가정,"서울특별시 강남구 밤고개로21길 25 306동 102호(자곡동, 래미안포레)",02-6674-1001,37.4751156940288,127.11022579474874,일반
꿈드림 어린이집,B,보통,우수,보통,우수,2022-03-01,6276,강남구,11680000465,가정,"서울특별시 강남구 선릉로 221 402동 103호 (도곡동, 도곡렉슬아파트)",02-576-9645,37.49400593941532,127.04924659224199,일반
꿈사랑몬테소리어린이집,A,우수,우수,우수,우수,2022-12-01,6280,강남구,11680000079,민간,서울특별시 강남구 삼성로51길 35 대치팰리스아파트 2단지 내 관리동,02-556-9645,37.49554097939275,127.06138139358409,일반
나하나어린이집,A,우수,우수,우수,우수,2022-08-01,6341,강남구,11680000054,가정,"서울특별시 강남구 양재대로55길 6 상가동 304,305호",02-451-7635,37.49136582929438,127.08823366390055,야간연장
논현어린이집,B,우수,우수,보통,우수,2022-06-01,6113,강남구,11680000013,국공립,서울특별시 강남구 강남대로124길 65 (논현동),02-515-6572,37.51100194,127.0268685,"장애아통합,야간연장"
놀이존어린이집,A,우수,우수,우수,우수,2020-01-01,6072,강남구,11680000474,직장,서울특별시 강남구 영동대로141길 5,070-4837-0620,37.5232755739,127.0542817753,일반
다람패스트파이브공동직장어린이집,A,우수,우수,우수,우수,2020-11-01,6128,강남구,11680000490,직장,서울특별시 강남구 봉은사로18길 45-1,02-3453-7734,37.50342806285197,127.02939333606255,일반
다솔어린이집,A,우수,우수,우수,우수,2022-08-01,6310,강남구,11680000040,국공립,"서울특별시 강남구 개포로 264 단지 내 다솔어린이집(개포동, 개포래미안포레스트)",02-575-2577,37.47650606610318,127.05446951614744,"장애아통합,야간연장"
다솜어린이집,B,우수,우수,보통,우수,2021-07-01,6347,강남구,11680000406,가정,"서울특별시 강남구 광평로51길 27 402동 104호(수서동, 삼익아파트)",02-445-2982,37.48964377060735,127.10104853555936,일반
담희어린이집,A,우수,우수,우수,우수,2023-11-01,6076,강남구,11680000393,민간,서울특별시 강남구 영동대로138길 12 청담자이아파트 관리동,02-3445-1120,37.5241030942,127.0572508006,일반
대웅 리틀베어 어린이집,A,우수,우수,우수,우수,2021-01-01,6170,강남구,11680000373,직장,서울특별시 강남구 봉은사로114길 12,02-550-8885,37.51442782232164,127.06546974383778,야간연장
대청어린이집,A,우수,우수,우수,우수,2022-07-01,6343,강남구,11680000154,국공립,서울특별시 강남구 양재대로37길 19 (일원동),02-445-2630,37.49087497,127.083511,야간연장
대치도담 어린이집,A,우수,우수,우수,우수,2021-07-01,6205,강남구,11680000426,국공립,서울특별시 강남구 선릉로64길 33 도곡초등학교(대치4동),02-565-6433,37.49950700564164,127.05444550723324,야간연장
대치아이리베슐레어린이집,A,우수,우수,우수,우수,2022-03-01,6278,강남구,11680000218,민간,서울특별시 강남구 선릉로 222 대치아이파크 관리동,02-563-8877,37.495866799,127.0547504512,일반
대치어린이집,A,우수,우수,우수,우수,2020-02-01,6189,강남구,11680000144,국공립,서울특별시 강남구 영동대로65길 11 (대치동),02-561-1730,37.5018721,127.0655398,야간연장
대치팰리스어린이집,A,우수,우수,우수,우수,2021-07-01,6280,강남구,11680000466,민간,서울특별시 강남구 삼성로51길 37 래미안대치팰리스 1단지 관리동,02-3482-4361,37.4934362819,127.0576977958,일반
도곡어린이집,C,우수,우수,우수,개선필요,2022-08-01,6276,강남구,11680000129,국공립,서울특별시 강남구 선릉로 217 (도곡동),02-572-9110,37.49430378,127.0534954,"장애아통합,야간연장"
도토리소풍넥슨 강남어린이집,A,우수,우수,우수,우수,2021-12-01,6124,강남구,11680000495,직장,서울특별시 강남구 강남대로110길 36 (역삼동),02-538-1026,37.50391269055466,127.0280052785572,일반
도토리소풍넥슨 대치어린이집,A,우수,우수,우수,우수,2022-08-01,6187,강남구,11680000499,직장,서울특별시 강남구 역삼로90길 25,02-565-7900,37.56647,126.977963,일반
동명어린이집,A,우수,우수,우수,우수,2022-12-01,6312,강남구,11680000182,가정,서울특별시 강남구 개포로20길 34 서울특별시 강남구 개포로 20길34,02-529-2383,37.47672877,127.0484508,일반
동원어린이집,A,우수,우수,우수,우수,2020-03-01,6303,강남구,11680000469,직장,서울특별시 강남구 개포로15길 29,02-2058-2190,37.56647,126.977963,일반
디에이치자이개포어린이집,A,우수,우수,우수,우수,2023-02-01,6346,강남구,11680000503,국공립,서울특별시 강남구 영동대로 22,02-459-6111,37.56647,126.977963,야간연장
